ex_factory_vials,shipment_date,valid_order,wholesaler_name_2,wholesaler_name,week_end_date,month_year,quarter_year,year,is_business_day,unit_price,discount,gross_sales,net_sales
15,2023-06-22,1,DOTHAN D AND S                     ,CENCORA,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15,104828.25,89104.0125
8,2023-06-23,0,,,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15,55908.4,47522.14
9,2023-06-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,62896.95,53462.4075
2,2023-06-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,13977.1,11880.535
-6,2023-06-28,0,,,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,-41931.3,-35641.605
8,2023-06-28,0,,,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,55908.4,47522.14
30,2023-06-29,1,DOTHAN D AND S                     ,CENCORA,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,209656.5,178208.025
10,2023-06-29,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15,69885.5,59402.675
1,2023-07-05,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,7093.38,6029.373
2,2023-07-05,1,McKesson Specialty Care DC,MSH,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
23,2023-07-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,163147.74,138675.579
11,2023-07-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,78027.18,66323.103
9,2023-07-06,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,63840.42,54264.357
7,2023-07-06,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15,49653.66,42205.611
3,2023-07-10,1,McKesson Specialty Care DC,MSH,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,21280.14,18088.119
13,2023-07-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,92213.94,78381.849
9,2023-07-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,63840.42,54264.357
6,2023-07-10,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,42560.28,36176.238
-4,2023-07-11,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,-28373.52,-24117.492
-2,2023-07-11,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,-14186.76,-12058.746
2,2023-07-11,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
16,2023-07-13,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,113494.08,96469.968
9,2023-07-13,1,DOTHAN D AND S                     ,CENCORA,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15,63840.42,54264.357
4,2023-07-17,1,McKesson Specialty Care DC,MSH,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,28373.52,24117.492
3,2023-07-17,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,21280.14,18088.119
15,2023-07-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,106400.7,90440.595
14,2023-07-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,99307.32,84411.222
10,2023-07-20,1,DOTHAN D AND S                     ,CENCORA,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,70933.8,60293.73
26,2023-07-20,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15,184427.88,156763.698
3,2023-07-24,1,McKesson Specialty Care DC,MSH,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,21280.14,18088.119
2,2023-07-24,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
13,2023-07-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,92213.94,78381.849
17,2023-07-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,120587.46,102499.341
4,2023-07-27,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,28373.52,24117.492
7,2023-07-27,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,49653.66,42205.611
9,2023-07-27,1,DOTHAN D AND S                     ,CENCORA,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15,63840.42,54264.357
5,2023-08-01,1,McKesson Specialty Care DC,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,35466.9,30146.865
1,2023-08-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,7093.38,6029.373
5,2023-08-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,35466.9,30146.865
11,2023-08-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,78027.18,66323.103
4,2023-08-01,0,,,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,28373.52,24117.492
2,2023-08-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
16,2023-08-02,0,,,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,113494.08,96469.968
18,2023-08-03,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,127680.84,108528.714
14,2023-08-03,1,DOTHAN D AND S                     ,CENCORA,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,99307.32,84411.222
10,2023-08-03,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15,70933.8,60293.73
2,2023-08-07,1,McKesson Specialty Care DC,MSH,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
3,2023-08-07,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,21280.14,18088.119
12,2023-08-07,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,85120.56,72352.476
6,2023-08-07,0,,,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,42560.28,36176.238
50,2023-08-10,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,354669,301468.65
17,2023-08-10,1,DOTHAN D AND S                     ,CENCORA,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,120587.46,102499.341
22,2023-08-10,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,156054.36,132646.206
6,2023-08-10,0,,,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15,42560.28,36176.238
5,2023-08-14,1,McKesson Specialty Care DC,MSH,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,35466.9,30146.865
30,2023-08-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,212801.4,180881.19
6,2023-08-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,42560.28,36176.238
4,2023-08-15,0,,,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,28373.52,24117.492
21,2023-08-17,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,148960.98,126616.833
18,2023-08-17,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,127680.84,108528.714
11,2023-08-17,1,DOTHAN D AND S                     ,CENCORA,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,78027.18,66323.103
5,2023-08-17,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15,35466.9,30146.865
4,2023-08-21,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,28373.52,24117.492
5,2023-08-21,1,McKesson Specialty Care DC,MSH,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,35466.9,30146.865
18,2023-08-21,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,127680.84,108528.714
16,2023-08-24,1,DOTHAN D AND S                     ,CENCORA,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,113494.08,96469.968
17,2023-08-24,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,120587.46,102499.341
52,2023-08-24,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,368855.76,313527.396
-6,2023-08-24,0,,,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15,-42560.28,-36176.238
2,2023-08-28,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15,14186.76,12058.746
11,2023-08-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15,78027.18,66323.103
35,2023-08-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15,248268.3,211028.055
18,2023-09-01,1,DOTHAN D AND S                     ,CENCORA,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22,127680.84,99591.0552
9,2023-09-01,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22,63840.42,49795.5276
5,2023-09-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22,35466.9,27664.182
3,2023-09-05,1,McKesson Specialty Care DC,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,21280.14,16598.5092
8,2023-09-05,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,56747.04,44262.6912
25,2023-09-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,177334.5,138320.91
12,2023-09-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,85120.56,66394.0368
12,2023-09-07,1,DOTHAN D AND S                     ,CENCORA,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,85120.56,66394.0368
7,2023-09-07,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,49653.66,38729.8548
16,2023-09-07,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,113494.08,88525.3824
4,2023-09-07,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,28373.52,22131.3456
4,2023-09-07,0,,,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22,28373.52,22131.3456
12,2023-09-11,1,McKesson Specialty Care DC,MSH,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,85120.56,66394.0368
35,2023-09-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,248268.3,193649.274
16,2023-09-12,0,,,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,113494.08,88525.3824
4,2023-09-14,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,28373.52,22131.3456
29,2023-09-14,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,205708.02,160452.2556
16,2023-09-14,1,DOTHAN D AND S                     ,CENCORA,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22,113494.08,88525.3824
5,2023-09-18,1,McKesson Specialty Care DC,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,35466.9,27664.182
2,2023-09-18,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,14186.76,11065.6728
6,2023-09-18,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,42560.28,33197.0184
4,2023-09-20,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,28373.52,22131.3456
22,2023-09-21,1,DOTHAN D AND S                     ,CENCORA,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,156054.36,121722.4008
20,2023-09-21,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,141867.6,110656.728
2,2023-09-21,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22,14186.76,11065.6728
3,2023-09-25,1,McKesson Specialty Care DC,MSH,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,21280.14,16598.5092
2,2023-09-25,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,14186.76,11065.6728
8,2023-09-25,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,56747.04,44262.6912
4,2023-09-25,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,28373.52,22131.3456
15,2023-09-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,106400.7,82992.546
17,2023-09-28,1,DOTHAN D AND S                     ,CENCORA,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,120587.46,94058.2188
26,2023-09-28,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,184427.88,143853.7464
8,2023-09-28,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22,56747.04,44262.6912
3,2023-10-02,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
5,2023-10-02,1,McKesson Specialty Care DC,MSH,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,35466.9,30146.865
3,2023-10-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
9,2023-10-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,63840.42,54264.357
4,2023-10-02,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,28373.52,24117.492
8,2023-10-02,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,56747.04,48234.984
6,2023-10-04,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,42560.28,36176.238
17,2023-10-05,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,120587.46,102499.341
18,2023-10-05,1,DOTHAN D AND S                     ,CENCORA,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,127680.84,108528.714
11,2023-10-05,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,78027.18,66323.103
12,2023-10-05,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15,85120.56,72352.476
11,2023-10-09,1,McKesson Specialty Care DC,MSH,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,78027.18,66323.103
11,2023-10-09,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,78027.18,66323.103
32,2023-10-09,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,226988.16,192939.936
4,2023-10-10,0,,,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,28373.52,24117.492
9,2023-10-12,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,63840.42,54264.357
18,2023-10-12,1,DOTHAN D AND S                     ,CENCORA,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,127680.84,108528.714
3,2023-10-12,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
2,2023-10-16,1,McKesson Specialty Care DC,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
2,2023-10-16,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
3,2023-10-16,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
10,2023-10-16,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,70933.8,60293.73
20,2023-10-16,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,141867.6,120587.46
18,2023-10-19,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,127680.84,108528.714
19,2023-10-19,1,DOTHAN D AND S                     ,CENCORA,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,134774.22,114558.087
10,2023-10-19,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15,70933.8,60293.73
3,2023-10-23,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
2,2023-10-23,1,McKesson Specialty Care DC,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
16,2023-10-23,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,113494.08,96469.968
28,2023-10-23,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,198614.64,168822.444
2,2023-10-24,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
6,2023-10-24,0,,,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,42560.28,36176.238
6,2023-10-25,0,,,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,42560.28,36176.238
22,2023-10-26,1,DOTHAN D AND S                     ,CENCORA,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,156054.36,132646.206
20,2023-10-26,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,141867.6,120587.46
5,2023-10-26,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15,35466.9,30146.865
3,2023-10-30,1,McKesson Specialty Care DC,MSH,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
15,2023-10-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15,106400.7,90440.595
13,2023-10-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15,92213.94,78381.849
4,2023-10-31,0,,,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15,28373.52,24117.492
9,2023-11-02,1,DOTHAN D AND S                     ,CENCORA,2023-11-03,2023-11,2023-Q4,2023,1,7093.38,0.15,63840.42,54264.357
8,2023-11-02,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-11-03,2023-11,2023-Q4,2023,1,7093.38,0.15,56747.04,48234.984
2,2023-11-06,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
4,2023-11-06,1,McKesson Specialty Care DC,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,28373.52,24117.492
17,2023-11-06,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,120587.46,102499.341
8,2023-11-06,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,56747.04,48234.984
-6,2023-11-06,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-42560.28,-36176.238
23,2023-11-09,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,163147.74,138675.579
14,2023-11-09,1,DOTHAN D AND S                     ,CENCORA,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,99307.32,84411.222
10,2023-11-09,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,70933.8,60293.73
-5,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-35466.9,-30146.865
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
-3,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-21280.14,-18088.119
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
-7,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-49653.66,-42205.611
-2,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
-2,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
2,2023-11-13,1,McKesson Specialty Care DC,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,14186.76,12058.746
6,2023-11-13,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,42560.28,36176.238
3,2023-11-13,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
50,2023-11-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,354669,301468.65
30,2023-11-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,212801.4,180881.19
-1,2023-11-13,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,-7093.38,-6029.373
-2,2023-11-13,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,-14186.76,-12058.746
8,2023-11-14,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,56747.04,48234.984
16,2023-11-16,1,DOTHAN D AND S                     ,CENCORA,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,113494.08,96469.968
9,2023-11-16,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,63840.42,54264.357
50,2023-11-16,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,354669,301468.65
8,2023-11-16,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,56747.04,48234.984
-6,2023-11-17,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15,-42560.28,-36176.238
9,2023-11-20,1,DOTHAN D AND S                     ,CENCORA,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,63840.42,54264.357
16,2023-11-20,1,ASD HEALTHCARE-BROOKS              ,CENCORA,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,113494.08,96469.968
5,2023-11-20,1,ASD HEALTHCARE - MONTCLAIR,CENCORA,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,35466.9,30146.865
1,2023-11-20,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,7093.38,6029.373
3,2023-11-20,1,McKesson Specialty Care DC,MSH,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
15,2023-11-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,106400.7,90440.595
37,2023-11-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15,262455.06,223086.801
5,2023-11-27,1,McKesson Specialty Care DC,MSH,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15,35466.9,30146.865
3,2023-11-27,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15,21280.14,18088.119
