qty_sold,shipment_date,valid_order,wholesaler_name,short_wholesaler_name,week_end_date,month_year,quarter_year,year,is_business_day,unit_price,discount
-6,2022-11-17,0,PANTHERRX RARE                     ,PANTHERRX,2022-11-18,2022-11,2022-Q4,2022,1,6649.3,0.157
1,2022-11-21,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
12,2022-11-21,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
25,2022-11-22,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
10,2022-11-22,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
-11,2022-11-23,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
-6,2022-11-23,0,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2022-11-25,2022-11,2022-Q4,2022,1,6785.0,0.157
29,2022-11-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-02,2022-11,2022-Q4,2022,1,6785.0,0.157
-38,2022-11-28,0,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-02,2022-11,2022-Q4,2022,1,6785.0,0.157
2,2022-11-29,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2022-12-02,2022-11,2022-Q4,2022,1,6785.0,0.157
50,2022-12-01,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-02,2022-12,2022-Q4,2022,1,6785.0,0.069
38,2022-12-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-09,2022-12,2022-Q4,2022,1,6785.0,0.069
38,2022-12-06,0,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-09,2022-12,2022-Q4,2022,1,6785.0,0.069
6,2022-12-06,0,SONEXUS,SONEXUS,2022-12-09,2022-12,2022-Q4,2022,1,6785.0,0.069
10,2022-12-08,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-09,2022-12,2022-Q4,2022,1,6785.0,0.069
14,2022-12-08,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2022-12-09,2022-12,2022-Q4,2022,1,6785.0,0.069
3,2022-12-12,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2022-12-16,2022-12,2022-Q4,2022,1,6785.0,0.069
27,2022-12-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-16,2022-12,2022-Q4,2022,1,6785.0,0.069
6,2022-12-13,1,McKesson Specialty Care DC         ,MSH,2022-12-16,2022-12,2022-Q4,2022,1,6785.0,0.069
8,2022-12-15,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2022-12-16,2022-12,2022-Q4,2022,1,6785.0,0.069
23,2022-12-15,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-16,2022-12,2022-Q4,2022,1,6785.0,0.069
6,2022-12-19,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2022-12-23,2022-12,2022-Q4,2022,1,6785.0,0.069
12,2022-12-19,1,McKesson Specialty Care DC         ,MSH,2022-12-23,2022-12,2022-Q4,2022,1,6785.0,0.069
4,2022-12-19,0,SONEXUS,SONEXUS,2022-12-23,2022-12,2022-Q4,2022,1,6785.0,0.069
33,2022-12-19,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-23,2022-12,2022-Q4,2022,1,6785.0,0.069
6,2022-12-21,0,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-23,2022-12,2022-Q4,2022,1,6785.0,0.069
32,2022-12-28,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
18,2022-12-28,1,ASD HEALTHCARE-BROOKS              ,ASD,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
6,2022-12-28,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
4,2022-12-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
36,2022-12-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
36,2022-12-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
24,2022-12-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
22,2022-12-28,0,SONEXUS,SONEXUS,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
7,2022-12-28,1,McKesson Specialty Care DC         ,MSH,2022-12-30,2022-12,2022-Q4,2022,1,6785.0,0.069
3,2023-01-02,1,McKesson Specialty Care DC,MSH,2023-01-06,2023-01,2023-Q1,2023,0,6982.3,0.15
7,2023-01-03,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-01-06,2023-01,2023-Q1,2023,1,6982.3,0.15
50,2023-01-05,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-01-06,2023-01,2023-Q1,2023,1,6982.3,0.15
13,2023-01-05,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-01-06,2023-01,2023-Q1,2023,1,6982.3,0.15
7,2023-01-12,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
12,2023-01-12,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
2,2023-01-12,1,PANTHERRX RARE                     ,PANTHERRX,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-38,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-7,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-6,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-1,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-35,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-24,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-11,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-11,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-6,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-4,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-120,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-7,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
-6,2023-01-13,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-01-13,2023-01,2023-Q1,2023,1,6982.3,0.15
4,2023-01-17,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
7,2023-01-17,1,McKesson Specialty Care DC,MSH,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
16,2023-01-19,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
16,2023-01-19,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
100,2023-01-19,0,,,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
64,2023-01-19,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
7,2023-01-20,0,McKesson Specialty Care DC,MSH,2023-01-20,2023-01,2023-Q1,2023,1,6982.3,0.15
9,2023-01-24,1,McKesson Specialty Care DC,MSH,2023-01-27,2023-01,2023-Q1,2023,1,6982.3,0.15
28,2023-01-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-01-27,2023-01,2023-Q1,2023,1,6982.3,0.15
30,2023-01-25,0,,,2023-01-27,2023-01,2023-Q1,2023,1,6982.3,0.15
10,2023-01-26,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-01-27,2023-01,2023-Q1,2023,1,6982.3,0.15
15,2023-01-26,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-01-27,2023-01,2023-Q1,2023,1,6982.3,0.15
2,2023-01-30,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-02-03,2023-01,2023-Q1,2023,1,6982.3,0.15
4,2023-01-30,1,McKesson Specialty Care DC,MSH,2023-02-03,2023-01,2023-Q1,2023,1,6982.3,0.15
57,2023-01-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-02-03,2023-01,2023-Q1,2023,1,6982.3,0.15
6,2023-01-31,0,,,2023-02-03,2023-01,2023-Q1,2023,1,6982.3,0.15
9,2023-02-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-02-03,2023-02,2023-Q1,2023,1,6988.55,0.15
10,2023-02-02,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-02-03,2023-02,2023-Q1,2023,1,6988.55,0.15
8,2023-02-06,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
2,2023-02-06,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
7,2023-02-07,1,McKesson Specialty Care DC,MSH,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
50,2023-02-07,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
18,2023-02-09,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
2,2023-02-09,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
13,2023-02-09,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-02-10,2023-02,2023-Q1,2023,1,6988.55,0.15
11,2023-02-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
7,2023-02-14,1,McKesson Specialty Care DC,MSH,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
2,2023-02-14,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-15,0,,,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
-6,2023-02-15,0,,,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
16,2023-02-16,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
13,2023-02-16,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-16,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-02-17,2023-02,2023-Q1,2023,1,6988.55,0.15
32,2023-02-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
38,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
7,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
1,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
35,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
24,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
11,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
11,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
4,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
120,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
7,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-22,0,AADI BIOSCIENCE,AADI BIOSCIENCE,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
8,2023-02-22,1,PANTHERRX RARE                     ,PANTHERRX,2023-02-24,2023-02,2023-Q1,2023,1,6848.8,0.15
3,2023-02-23,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
14,2023-02-23,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
29,2023-02-23,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-02-24,2023-02,2023-Q1,2023,1,6988.55,0.15
6,2023-02-27,1,McKesson Specialty Care DC,MSH,2023-03-03,2023-02,2023-Q1,2023,1,6988.55,0.15
21,2023-02-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-03-03,2023-02,2023-Q1,2023,1,6988.55,0.15
24,2023-03-02,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-03-03,2023-03,2023-Q1,2023,1,6988.55,0.15
16,2023-03-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-03-03,2023-03,2023-Q1,2023,1,6988.55,0.15
17,2023-03-02,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-03-03,2023-03,2023-Q1,2023,1,6988.55,0.15
2,2023-03-07,1,McKesson Specialty Care DC,MSH,2023-03-10,2023-03,2023-Q1,2023,1,6988.55,0.15
18,2023-03-09,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-03-10,2023-03,2023-Q1,2023,1,6988.55,0.15
14,2023-03-09,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-03-10,2023-03,2023-Q1,2023,1,6988.55,0.15
17,2023-03-09,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-03-10,2023-03,2023-Q1,2023,1,6988.55,0.15
8,2023-03-13,0,,,2023-03-17,2023-03,2023-Q1,2023,1,6988.55,0.15
29,2023-03-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-03-17,2023-03,2023-Q1,2023,1,6988.55,0.15
4,2023-03-16,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-03-17,2023-03,2023-Q1,2023,1,6988.55,0.15
18,2023-03-16,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-03-17,2023-03,2023-Q1,2023,1,6988.55,0.15
13,2023-03-16,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-03-17,2023-03,2023-Q1,2023,1,6988.55,0.15
14,2023-03-20,1,McKesson Specialty Care DC,MSH,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
28,2023-03-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
26,2023-03-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
14,2023-03-23,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
5,2023-03-23,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
15,2023-03-23,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
4,2023-03-23,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
6,2023-03-23,0,,,2023-03-24,2023-03,2023-Q1,2023,1,6988.55,0.15
4,2023-03-27,1,McKesson Specialty Care DC,MSH,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
50,2023-03-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
20,2023-03-28,0,,,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
10,2023-03-28,0,,,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
21,2023-03-30,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
7,2023-03-30,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
15,2023-03-30,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-03-31,2023-03,2023-Q1,2023,1,6988.55,0.15
26,2023-04-03,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-04-07,2023-04,2023-Q2,2023,1,6988.55,0.15
21,2023-04-06,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-04-07,2023-04,2023-Q2,2023,1,6988.55,0.15
20,2023-04-06,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-04-07,2023-04,2023-Q2,2023,1,6988.55,0.15
8,2023-04-10,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
5,2023-04-10,1,McKesson Specialty Care DC,MSH,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
32,2023-04-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
50,2023-04-13,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
22,2023-04-13,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
5,2023-04-13,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
5,2023-04-13,0,,,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
2,2023-04-13,0,,,2023-04-14,2023-04,2023-Q2,2023,1,6988.55,0.15
6,2023-04-17,1,McKesson Specialty Care DC,MSH,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
35,2023-04-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
50,2023-04-19,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
11,2023-04-20,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
23,2023-04-20,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
4,2023-04-20,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-04-21,2023-04,2023-Q2,2023,1,6988.55,0.15
28,2023-04-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-04-28,2023-04,2023-Q2,2023,1,6988.55,0.15
5,2023-04-27,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-04-28,2023-04,2023-Q2,2023,1,6988.55,0.15
15,2023-04-27,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-04-28,2023-04,2023-Q2,2023,1,6988.55,0.15
29,2023-05-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-05-05,2023-05,2023-Q2,2023,1,6988.55,0.15
5,2023-05-02,1,McKesson Specialty Care DC,MSH,2023-05-05,2023-05,2023-Q2,2023,1,6988.55,0.15
4,2023-05-02,1,PANTHERRX RARE                     ,PANTHERRX,2023-05-05,2023-05,2023-Q2,2023,1,6848.8,0.15
8,2023-05-02,0,,,2023-05-05,2023-05,2023-Q2,2023,1,6988.55,0.15
20,2023-05-04,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-05-05,2023-05,2023-Q2,2023,1,6988.55,0.15
50,2023-05-04,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-05-05,2023-05,2023-Q2,2023,1,6988.55,0.15
9,2023-05-08,1,McKesson Specialty Care DC,MSH,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
7,2023-05-08,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
6,2023-05-09,0,,,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
-2,2023-05-10,0,,,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
-5,2023-05-10,0,,,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
16,2023-05-11,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
20,2023-05-11,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
3,2023-05-11,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-05-12,2023-05,2023-Q2,2023,1,6988.55,0.15
9,2023-05-15,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
3,2023-05-16,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
-2,2023-05-17,0,,,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
15,2023-05-18,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
17,2023-05-18,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
3,2023-05-18,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-05-19,2023-05,2023-Q2,2023,1,6988.55,0.15
2,2023-05-22,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
2,2023-05-22,1,McKesson Specialty Care DC,MSH,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
13,2023-05-22,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
41,2023-05-22,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
14,2023-05-25,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
50,2023-05-25,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-05-26,2023-05,2023-Q2,2023,1,6988.55,0.15
32,2023-05-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-02,2023-05,2023-Q2,2023,1,6988.55,0.15
25,2023-05-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-02,2023-05,2023-Q2,2023,1,6988.55,0.15
6,2023-05-30,0,,,2023-06-02,2023-05,2023-Q2,2023,1,6988.55,0.15
14,2023-06-01,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-06-02,2023-06,2023-Q2,2023,1,6988.55,0.15
8,2023-06-01,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-06-02,2023-06,2023-Q2,2023,1,6988.55,0.15
16,2023-06-01,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-06-02,2023-06,2023-Q2,2023,1,6988.55,0.15
1,2023-06-01,0,,,2023-06-02,2023-06,2023-Q2,2023,1,6988.55,0.15
9,2023-06-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
14,2023-06-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
8,2023-06-06,0,,,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
11,2023-06-08,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
16,2023-06-08,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
5,2023-06-08,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-06-09,2023-06,2023-Q2,2023,1,6988.55,0.15
2,2023-06-12,1,McKesson Specialty Care DC,MSH,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
11,2023-06-12,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
21,2023-06-12,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
2,2023-06-15,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
50,2023-06-15,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
10,2023-06-15,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
-2,2023-06-15,0,,,2023-06-16,2023-06,2023-Q2,2023,1,6988.55,0.15
2,2023-06-19,1,McKesson Specialty Care DC,MSH,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
6,2023-06-19,0,,,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
13,2023-06-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
19,2023-06-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
15,2023-06-22,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
8,2023-06-23,0,,,2023-06-23,2023-06,2023-Q2,2023,1,6988.55,0.15
9,2023-06-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
