qty_sold,shipment_date,valid_order,wholesaler_name,short_wholesaler_name,week_end_date,month_year,quarter_year,year,is_business_day,unit_price,discount
2,2023-06-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
-6,2023-06-28,0,,,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
8,2023-06-28,0,,,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
30,2023-06-29,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
10,2023-06-29,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-06-30,2023-06,2023-Q2,2023,1,6988.55,0.15
1,2023-07-05,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
2,2023-07-05,1,McKesson Specialty Care DC,MSH,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
23,2023-07-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
11,2023-07-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
9,2023-07-06,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
7,2023-07-06,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-07-07,2023-07,2023-Q3,2023,1,7093.38,0.15
3,2023-07-10,1,McKesson Specialty Care DC,MSH,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
13,2023-07-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
9,2023-07-10,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
6,2023-07-10,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
-4,2023-07-11,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
-2,2023-07-11,0,,,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
2,2023-07-11,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
16,2023-07-13,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
9,2023-07-13,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-07-14,2023-07,2023-Q3,2023,1,7093.38,0.15
4,2023-07-17,1,McKesson Specialty Care DC,MSH,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
3,2023-07-17,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
15,2023-07-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
14,2023-07-17,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
10,2023-07-20,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
26,2023-07-20,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-07-21,2023-07,2023-Q3,2023,1,7093.38,0.15
3,2023-07-24,1,McKesson Specialty Care DC,MSH,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
2,2023-07-24,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
13,2023-07-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
17,2023-07-24,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
4,2023-07-27,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
7,2023-07-27,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
9,2023-07-27,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-07-28,2023-07,2023-Q3,2023,1,7093.38,0.15
5,2023-08-01,1,McKesson Specialty Care DC,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
1,2023-08-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
5,2023-08-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
11,2023-08-01,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
4,2023-08-01,0,,,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
2,2023-08-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
16,2023-08-02,0,,,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
18,2023-08-03,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
14,2023-08-03,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
10,2023-08-03,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-08-04,2023-08,2023-Q3,2023,1,7093.38,0.15
2,2023-08-07,1,McKesson Specialty Care DC,MSH,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
3,2023-08-07,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
12,2023-08-07,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
6,2023-08-07,0,,,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
50,2023-08-10,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
17,2023-08-10,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
22,2023-08-10,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
6,2023-08-10,0,,,2023-08-11,2023-08,2023-Q3,2023,1,7093.38,0.15
5,2023-08-14,1,McKesson Specialty Care DC,MSH,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
30,2023-08-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
6,2023-08-14,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
4,2023-08-15,0,,,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
21,2023-08-17,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
18,2023-08-17,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
11,2023-08-17,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
5,2023-08-17,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-18,2023-08,2023-Q3,2023,1,7093.38,0.15
4,2023-08-21,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
5,2023-08-21,1,McKesson Specialty Care DC,MSH,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
18,2023-08-21,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
16,2023-08-24,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
17,2023-08-24,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
52,2023-08-24,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
-6,2023-08-24,0,,,2023-08-25,2023-08,2023-Q3,2023,1,7093.38,0.15
2,2023-08-28,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15
11,2023-08-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15
35,2023-08-28,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-01,2023-08,2023-Q3,2023,1,7093.38,0.15
18,2023-09-01,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22
9,2023-09-01,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22
5,2023-09-01,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-01,2023-09,2023-Q3,2023,1,7093.38,0.22
3,2023-09-05,1,McKesson Specialty Care DC,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
8,2023-09-05,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
25,2023-09-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
12,2023-09-05,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
12,2023-09-07,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
7,2023-09-07,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
16,2023-09-07,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
4,2023-09-07,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
4,2023-09-07,0,,,2023-09-08,2023-09,2023-Q3,2023,1,7093.38,0.22
12,2023-09-11,1,McKesson Specialty Care DC,MSH,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
35,2023-09-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
16,2023-09-12,0,,,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
4,2023-09-14,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
29,2023-09-14,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
16,2023-09-14,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-09-15,2023-09,2023-Q3,2023,1,7093.38,0.22
5,2023-09-18,1,McKesson Specialty Care DC,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
2,2023-09-18,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
6,2023-09-18,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
4,2023-09-20,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
22,2023-09-21,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
20,2023-09-21,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
2,2023-09-21,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-09-22,2023-09,2023-Q3,2023,1,7093.38,0.22
3,2023-09-25,1,McKesson Specialty Care DC,MSH,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
2,2023-09-25,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
8,2023-09-25,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
4,2023-09-25,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
15,2023-09-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
17,2023-09-28,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
26,2023-09-28,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
8,2023-09-28,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-09-29,2023-09,2023-Q3,2023,1,7093.38,0.22
3,2023-10-02,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
5,2023-10-02,1,McKesson Specialty Care DC,MSH,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
3,2023-10-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
9,2023-10-02,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
4,2023-10-02,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
8,2023-10-02,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
6,2023-10-04,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
17,2023-10-05,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
18,2023-10-05,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
11,2023-10-05,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
12,2023-10-05,0,,,2023-10-06,2023-10,2023-Q4,2023,1,7093.38,0.15
11,2023-10-09,1,McKesson Specialty Care DC,MSH,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
11,2023-10-09,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
32,2023-10-09,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
4,2023-10-10,0,,,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
9,2023-10-12,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
18,2023-10-12,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
3,2023-10-12,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-10-13,2023-10,2023-Q4,2023,1,7093.38,0.15
2,2023-10-16,1,McKesson Specialty Care DC,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
2,2023-10-16,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
3,2023-10-16,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
10,2023-10-16,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
20,2023-10-16,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
18,2023-10-19,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
19,2023-10-19,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
10,2023-10-19,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-10-20,2023-10,2023-Q4,2023,1,7093.38,0.15
3,2023-10-23,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
2,2023-10-23,1,McKesson Specialty Care DC,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
16,2023-10-23,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
28,2023-10-23,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
2,2023-10-24,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
6,2023-10-24,0,,,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
6,2023-10-25,0,,,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
22,2023-10-26,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
20,2023-10-26,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
5,2023-10-26,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-10-27,2023-10,2023-Q4,2023,1,7093.38,0.15
3,2023-10-30,1,McKesson Specialty Care DC,MSH,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15
15,2023-10-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15
13,2023-10-30,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15
4,2023-10-31,0,,,2023-11-03,2023-10,2023-Q4,2023,1,7093.38,0.15
9,2023-11-02,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-11-03,2023-11,2023-Q4,2023,1,7093.38,0.15
8,2023-11-02,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-11-03,2023-11,2023-Q4,2023,1,7093.38,0.15
2,2023-11-06,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
4,2023-11-06,1,McKesson Specialty Care DC,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
17,2023-11-06,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
8,2023-11-06,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-6,2023-11-06,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
23,2023-11-09,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
14,2023-11-09,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
10,2023-11-09,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-5,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-3,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-10,0,,,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-7,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-10,0,MCKESSON SPECIALTY CARE DIST,MSH,2023-11-10,2023-11,2023-Q4,2023,1,7093.38,0.15
2,2023-11-13,1,McKesson Specialty Care DC,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
6,2023-11-13,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
3,2023-11-13,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
50,2023-11-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
30,2023-11-13,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
-1,2023-11-13,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
-2,2023-11-13,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
8,2023-11-14,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
16,2023-11-16,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
9,2023-11-16,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
50,2023-11-16,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
8,2023-11-16,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
-6,2023-11-17,0,,,2023-11-17,2023-11,2023-Q4,2023,1,7093.38,0.15
9,2023-11-20,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
16,2023-11-20,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
5,2023-11-20,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
1,2023-11-20,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
3,2023-11-20,1,McKesson Specialty Care DC,MSH,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
15,2023-11-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
37,2023-11-20,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-11-24,2023-11,2023-Q4,2023,1,7093.38,0.15
5,2023-11-27,1,McKesson Specialty Care DC,MSH,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15
3,2023-11-27,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15
14,2023-11-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15
50,2023-11-27,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15
4,2023-11-29,0,,,2023-12-01,2023-11,2023-Q4,2023,1,7093.38,0.15
2,2023-12-01,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-12-01,2023-12,2023-Q4,2023,1,7093.38,0.21
12,2023-12-01,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-12-01,2023-12,2023-Q4,2023,1,7093.38,0.21
10,2023-12-01,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-12-01,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2023-12-04,1,McKesson Specialty Care DC,MSH,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
10,2023-12-04,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
5,2023-12-07,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
5,2023-12-07,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
50,2023-12-07,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
12,2023-12-07,0,,,2023-12-08,2023-12,2023-Q4,2023,1,7093.38,0.21
1,2023-12-11,1,MCKESSON SPECIALTY CARE DIST       ,MSH,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
5,2023-12-11,1,McKesson Specialty Care DC,MSH,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2023-12-11,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
50,2023-12-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
25,2023-12-11,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
4,2023-12-11,0,,,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
3,2023-12-14,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
12,2023-12-14,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-12-15,2023-12,2023-Q4,2023,1,7093.38,0.21
6,2023-12-18,1,McKesson Specialty Care DC,MSH,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
25,2023-12-18,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
3,2023-12-19,1,MCKESSON SPECIALTY CARE DIST KY,MSH,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
4,2023-12-20,0,,,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2023-12-21,1,ASD HEALTHCARE-BROOKS              ,ASD,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
12,2023-12-21,1,DOTHAN D AND S                     ,ONCOLOGY SUPPLY,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2023-12-21,1,ASD HEALTHCARE - MONTCLAIR,ASD,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
-4,2023-12-22,0,,,2023-12-22,2023-12,2023-Q4,2023,1,7093.38,0.21
2,2023-12-26,1,McKesson Specialty Care DC,MSH,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
22,2023-12-26,1,MCKESSON PLASMA AND BIOLOGICS      ,MPB,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
-3,2023-12-27,0,,,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
-2,2023-12-27,0,,,2023-12-29,2023-12,2023-Q4,2023,1,7093.38,0.21
